fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
Demo_Camelyon16/HR/Demo_Camelyon16_10560-78144.jpg,0.5553942918777466,0.5549206733703613,0.497677743434906,0.5284494757652283,0.5172136425971985,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-79168.jpg,0.5424685478210449,0.5131331086158752,0.4812025725841522,0.5436129570007324,0.4860767424106598,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-80192.jpg,0.5376977920532227,0.49689042568206787,0.4417022466659546,0.5286515355110168,0.460371196269989,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-81216.jpg,0.4939321279525757,0.48028597235679626,0.4416859447956085,0.485536128282547,0.3957781195640564,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-82240.jpg,0.5160499811172485,0.5089975595474243,0.4008711576461792,0.47756427526474,0.43954360485076904,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-83264.jpg,0.5256909132003784,0.5168865323066711,0.3839936852455139,0.5058696866035461,0.5056080222129822,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-86336.jpg,0.5664904117584229,0.465532124042511,0.3896046280860901,0.5310889482498169,0.5478155016899109,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-87360.jpg,0.5110120177268982,0.4857846200466156,0.5101589560508728,0.5066530108451843,0.5678943991661072,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_10560-88384.jpg,0.5353262424468994,0.514063835144043,0.45328208804130554,0.5501270294189453,0.5273817777633667,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-121856.jpg,0.5453487634658813,0.49146801233291626,0.4423663020133972,0.5197272300720215,0.48563262820243835,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-122880.jpg,0.4963305592536926,0.566718578338623,0.4916588068008423,0.503028154373169,0.5141922235488892,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-129024.jpg,0.5577714443206787,0.5156989097595215,0.5032181143760681,0.5482193231582642,0.5156390070915222,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-130048.jpg,0.5704461932182312,0.5179194211959839,0.46063706278800964,0.549083948135376,0.479373574256897,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-131072.jpg,0.5799118280410767,0.5420746207237244,0.48430392146110535,0.49058207869529724,0.4930456876754761,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-132096.jpg,0.5746154189109802,0.4911006987094879,0.4592997431755066,0.49548548460006714,0.4798051714897156,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-133120.jpg,0.5688938498497009,0.4765283167362213,0.4599072337150574,0.5613700151443481,0.47264641523361206,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11008-134144.jpg,0.5207574963569641,0.5089235305786133,0.49990540742874146,0.5249575972557068,0.4676923453807831,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11264-14272.jpg,0.5601503849029541,0.5537968873977661,0.5291449427604675,0.5314008593559265,0.4341115355491638,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11264-15296.jpg,0.5219206809997559,0.6514491438865662,0.49999067187309265,0.4999733865261078,0.5160203576087952,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-78144.jpg,0.5240399837493896,0.5153758525848389,0.44862040877342224,0.5279355645179749,0.4631824493408203,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-79168.jpg,0.5428029298782349,0.4964953660964966,0.407262921333313,0.496684193611145,0.4553734064102173,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-80192.jpg,0.5230218768119812,0.5225592851638794,0.39343446493148804,0.4679647982120514,0.45311009883880615,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-81216.jpg,0.4733700454235077,0.49777448177337646,0.38569095730781555,0.4929031729698181,0.42850005626678467,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-82240.jpg,0.5278536081314087,0.5174130201339722,0.3904450535774231,0.48698189854621887,0.44347378611564636,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-83264.jpg,0.5158644914627075,0.5665014386177063,0.4015907645225525,0.4935791790485382,0.4914160370826721,0,1
Demo_Camelyon16/HR/Demo_Camelyon16_11584-84288.jpg,0.5010695457458496,0.5538055896759033,0.4437267482280731,0.5194154977798462,0.4845082461833954,0,1
